sender,sender_type,sender_id,timestamp,meta,,Blank,DownLeft1,DownLeft2,DownLeft3,DownLeft4,DownLeft5,DownLeft6,DownRight1,DownRight2,DownRight3,DownRight4,DownRight5,DownRight6,FoodHabits_Fru_item1,FoodHabits_Fru_item2,FoodHabits_Fru_item3,FoodHabits_Fru_item4,FoodHabits_Fru_item5,FoodHabits_Fru_item6,FoodHabits_Fru_item7,FoodHabits_Meat_item1,FoodHabits_Meat_item2,FoodHabits_Meat_item3,FoodHabits_Meat_item4,FoodHabits_Meat_item5,FoodHabits_Meat_item6,FoodHabits_Meat_item7,FoodHabits_Swe_item1,FoodHabits_Swe_item2,FoodHabits_Swe_item3,FoodHabits_Swe_item4,FoodHabits_Swe_item5,FoodHabits_Swe_item6,FoodHabits_Swe_item7,FoodHabits_Veg_item1,FoodHabits_Veg_item2,FoodHabits_Veg_item3,FoodHabits_Veg_item4,FoodHabits_Veg_item5,FoodHabits_Veg_item6,FoodHabits_Veg_item7,ImgA,ImgB,LeftBar,PSS_item01,PSS_item02,PSS_item03,PSS_item04,PSS_item05,PSS_item06,PSS_item07,PSS_item08,PSS_item09,PSS_item10,RefA,RefB,RefB1,RefB2,RefB3,RefB4,RefB5,RefB6,RefB7,Ref_PB,RightBar,UpLeft1,UpLeft2,UpLeft3,UpLeft4,UpLeft5,UpLeft6,UpRight1,UpRight2,UpRight3,UpRight4,UpRight5,UpRight6,VarA,VarA1,VarA2,VarA3,VarA4,VarB,VarB1,VarB2,VarB3,VarB4,VarB5,VarB6,Var_PB,attCheck_fileA,attCheck_fileB,attCheck_fileC,attCheck_fileD,attCheck_options,attCheck_valueA,attCheck_valueB,attCheck_valueC,attCheck_valueD,attention_check,block,browser_name,choseL,choseR,consent_form1,consent_form2,consentconfirmation_form1,consentconfirmation_form2,correct,correctResponse,diet,disorder,duration,edu,ended_on,enjoy,full_version,gender,group,hunger,img,imgTask,input_age,input_meal,input_occ,input_remark,lateRespFeed,list,major_version,message,mixQ_item1,mixQ_item2,mixQ_item3,mixQ_item4,mixQ_item5,name,navigator_appName,navigator_userAgent,os,pracQ1_IDa,pracQ1_IDb,pracQ1_IDc,pracQ1_IDd,pracQ1_optionA,pracQ1_optionB,pracQ1_optionC,pracQ1_optionD,pracQ1_valueA,pracQ1_valueB,pracQ1_valueC,pracQ1_valueD,pracQ2_IDa,pracQ2_IDb,pracQ2_IDc,pracQ2_optionA,pracQ2_optionB,pracQ2_optionC,pracQ2_valueA,pracQ2_valueB,pracQ2_valueC,pracQ4_IDa,pracQ4_IDb,pracQ4_IDc,pracQ4_IDd,pracQ4_optionA,pracQ4_optionB,pracQ4_optionC,pracQ4_optionD,pracQ4_valueA,pracQ4_valueB,pracQ4_valueC,pracQ4_valueD,pracQ5_IDa,pracQ5_IDb,pracQ5_IDc,pracQ5_IDd,pracQ5_optionA,pracQ5_optionB,pracQ5_optionC,pracQ5_optionD,pracQ5_valueA,pracQ5_valueB,pracQ5_valueC,pracQ5_valueD,prefHealty,prefUnhealthy,rep,response,response_action,skip,snack,sublock,subtitle,task_difficulty,task_engagement,task_focus,textL,textR,time_commit,time_end,time_render,time_run,time_show,time_switch,trial_count,trial_countO,url,valence
ITI_late,canvas.Screen,2_4_3_6_1_1_5_0_0_1_4,2021-01-14T19:03:34.295Z,,,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,"[""frie.png""]","[""frie.png""]",blank.png,blank.png,blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB18.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB14.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",2,"[""frie.png""]","[""frie.png""]",blank.png,blank.png,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",PB14.png,,,,,,,,,,,1,,,,,,,,,,,,249.97200000006706,,timeout,,,,,,,,,,,,white,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",3,,,false,,2,,,,,,,560200.4149999993,560199.462,559949.49,559952.8150000115,559966.156,560216.128,,,,
choice_sequence,flow.Sequence,2_4_3_6_1_1_5_0_0_1,2021-01-14T19:03:34.296Z,,,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,"[""frie.png""]","[""frie.png""]",blank.png,blank.png,blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB18.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB14.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",2,"[""frie.png""]","[""frie.png""]",blank.png,blank.png,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",PB14.png,,,,,,,,,,,1,,,,,,,,,,,,3750.011000000057,,completion,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",3,,,false,,2,,,,,,,560200.8700000006,560199.462,556432.785,556438.4600000049,556449.451,560216.128,,,,
fixCross,canvas.Screen,2_4_3_6_1_1_5_0_0_2_0,2021-01-14T19:03:34.596Z,,,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,"[""frie.png""]","[""frie.png""]",blank.png,blank.png,blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB18.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB07.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,blank.png,blank.png,2,"[""frie.png""]","[""frie.png""]",blank.png,blank.png,2,"[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,blank.png,blank.png,PB07.png,,,,,,,,,,,1,,,,,,,,,,,,666.8510000000242,,timeout,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",3,,,false,,2,,,,,,,560501.4750000119,560499.661,560199.462,560204.4350000069,560216.128,560882.979,80,,,
timeout,canvas.Screen,2_4_3_6_1_1_5_0_0_2_1,2021-01-14T19:03:35.462Z,,,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,"[""frie.png""]","[""frie.png""]",blank.png,blank.png,blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB18.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB07.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,blank.png,blank.png,2,"[""frie.png""]","[""frie.png""]",blank.png,blank.png,2,"[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,blank.png,blank.png,PB07.png,,,,,,,,,,,1,,,,,,,,,,,,883.3229999999749,,timeout,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",3,,,false,,2,,,,,,,561367.6400000113,561366.318,560499.661,560893.6749999993,560882.979,561766.302,,,,
choice,canvas.Screen,2_4_3_6_1_1_5_0_0_2_2,2021-01-14T19:03:35.867Z,,,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,"[""frie.png""]","[""frie.png""]",blank.png,blank.png,blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB18.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB07.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,blank.png,blank.png,2,"[""frie.png""]","[""frie.png""]",blank.png,blank.png,2,"[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,blank.png,blank.png,PB07.png,,,,,,,,,,,1,,,,,,,,,,,,317.13700000580866,,response,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",3,left,keydown(ArrowLeft),false,,2,,,,,,,561771.940000006,561683.4550000058,561366.318,561765.6100000022,,562149.664,,80,,
square,canvas.Screen,2_4_3_6_1_1_5_0_0_2_3,2021-01-14T19:03:37.230Z,,,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,"[""frie.png""]","[""frie.png""]",blank.png,blank.png,blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB18.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB07.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,blank.png,blank.png,2,"[""frie.png""]","[""frie.png""]",blank.png,blank.png,2,"[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,blank.png,blank.png,PB07.png,,,,,,,,,,,1,,#33ff3f,#808080,,,,,,,,,999.8370000000577,,timeout,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",3,,,false,,2,,,,,black,white,563135.3200000012,563132.835,561766.302,562150.3800000064,562149.664,563149.501,,,,
ITI_late,canvas.Screen,2_4_3_6_1_1_5_0_0_2_4,2021-01-14T19:03:37.729Z,,,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,"[""frie.png""]","[""frie.png""]",blank.png,blank.png,blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB18.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB07.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,blank.png,blank.png,2,"[""frie.png""]","[""frie.png""]",blank.png,blank.png,2,"[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,blank.png,blank.png,PB07.png,,,,,,,,,,,1,,,,,,,,,,,,499.99299999990035,,timeout,,,,,,,,,,,,white,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",3,,,false,,2,,,,,,,563634.3850000121,563632.828,563132.835,563137.1250000084,563149.501,563649.494,,,,
choice_sequence,flow.Sequence,2_4_3_6_1_1_5_0_0_2,2021-01-14T19:03:37.730Z,,,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,"[""frie.png""]","[""frie.png""]",blank.png,blank.png,blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB18.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB07.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,blank.png,blank.png,2,"[""frie.png""]","[""frie.png""]",blank.png,blank.png,2,"[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,blank.png,blank.png,PB07.png,,,,,,,,,,,1,,,,,,,,,,,,3416.6999999999534,,completion,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",3,,,false,,2,,,,,,,563634.9750000081,563632.828,560199.462,560203.7800000107,560216.128,563649.494,,,,
fixCross,canvas.Screen,2_4_3_6_1_1_5_0_0_3_0,2021-01-14T19:03:38.229Z,,,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,"[""frie.png""]","[""frie.png""]",blank.png,blank.png,blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB18.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB12.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,2,"[""frie.png""]","[""frie.png""]",blank.png,blank.png,4,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,PB12.png,,,,,,,,,,,1,,,,,,,,,,,,933.5810000000056,,timeout,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",3,,,false,,2,,,,,,,564134.1250000114,564133.093,563632.828,563639.4600000058,563649.494,564583.075,81,,,
timeout,canvas.Screen,2_4_3_6_1_1_5_0_0_3_1,2021-01-14T19:03:39.162Z,,,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,"[""frie.png""]","[""frie.png""]",blank.png,blank.png,blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB18.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB12.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,2,"[""frie.png""]","[""frie.png""]",blank.png,blank.png,4,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,PB12.png,,,,,,,,,,,1,,,,,,,,,,,,916.4729999999981,,timeout,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",3,,,false,,2,,,,,,,565067.2100000083,565066.232,564133.093,564579.6850000042,564583.075,565499.548,,,,
choice,canvas.Screen,2_4_3_6_1_1_5_0_0_3_2,2021-01-14T19:03:39.649Z,,,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,"[""frie.png""]","[""frie.png""]",blank.png,blank.png,blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB18.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB12.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,2,"[""frie.png""]","[""frie.png""]",blank.png,blank.png,4,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,PB12.png,,,,,,,,,,,1,,,,,,,,,,,,53.972000001347624,,response,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",3,left,keydown(ArrowLeft),false,,2,,,,,,,565554.725000009,565553.5200000013,565066.232,565505.5250000005,565499.548,565999.56,,81,,
square,canvas.Screen,2_4_3_6_1_1_5_0_0_3_3,2021-01-14T19:03:41.080Z,,,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,"[""frie.png""]","[""frie.png""]",blank.png,blank.png,blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB18.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB12.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,2,"[""frie.png""]","[""frie.png""]",blank.png,blank.png,4,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,PB12.png,,,,,,,,,,,1,,#33ff3f,#808080,,,,,,,,,1000.0239999999758,,timeout,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",3,,,false,,2,,,,,black,white,566985.605000009,566982.918,565982.894,565996.1500000063,565999.56,566999.584,,,,
ITI_late,canvas.Screen,2_4_3_6_1_1_5_0_0_3_4,2021-01-14T19:03:42.078Z,,,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,"[""frie.png""]","[""frie.png""]",blank.png,blank.png,blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB18.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB12.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,2,"[""frie.png""]","[""frie.png""]",blank.png,blank.png,4,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,PB12.png,,,,,,,,,,,1,,,,,,,,,,,,1000.0320000000065,,timeout,,,,,,,,,,,,white,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",3,,,false,,2,,,,,,,567983.659999998,567982.95,566982.918,566987.770000007,566999.584,567999.616,,,,
choice_sequence,flow.Sequence,2_4_3_6_1_1_5_0_0_3,2021-01-14T19:03:42.079Z,,,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,"[""frie.png""]","[""frie.png""]",blank.png,blank.png,blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB18.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB12.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,2,"[""frie.png""]","[""frie.png""]",blank.png,blank.png,4,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,blank.png,PB12.png,,,,,,,,,,,1,,,,,,,,,,,,4333.456000000006,,completion,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",3,,,false,,2,,,,,,,567984.0300000069,567982.95,563632.828,563638.5750000045,563649.494,567999.616,,,,
fixCross,canvas.Screen,2_4_3_6_1_1_5_0_0_4_0,2021-01-14T19:03:42.580Z,,,blank.png,"[""frie.png""]","[""frie.png""]",blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB01.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB18.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",2,"[""frie.png""]","[""frie.png""]",blank.png,blank.png,0,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,PB01.png,,,,,,,,,,,1,,,,,,,,,,,,816.8489999999292,,timeout,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",3,,,false,,2,,,,,,,568485.639999999,568483.145,567982.95,567987.6450000011,567999.616,568816.465,82,,,
timeout,canvas.Screen,2_4_3_6_1_1_5_0_0_4_1,2021-01-14T19:03:43.396Z,,,blank.png,"[""frie.png""]","[""frie.png""]",blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB01.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB18.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",2,"[""frie.png""]","[""frie.png""]",blank.png,blank.png,0,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,PB01.png,,,,,,,,,,,1,,,,,,,,,,,,816.5570000000298,,timeout,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",3,,,false,,2,,,,,,,569301.2799999997,569299.702,568483.145,568818.5650000087,568816.465,569633.022,,,,
choice,canvas.Screen,2_4_3_6_1_1_5_0_0_4_2,2021-01-14T19:03:43.741Z,,,blank.png,"[""frie.png""]","[""frie.png""]",blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB01.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB18.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",2,"[""frie.png""]","[""frie.png""]",blank.png,blank.png,0,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,PB01.png,,,,,,,,,,,1,,,,,,,,,,,,210.45800000522286,,response,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",3,right,keydown(ArrowRight),false,,2,,,,,,,569646.0599999991,569510.1600000053,569299.702,569640.550000011,,570049.584,,82,,
square,canvas.Screen,2_4_3_6_1_1_5_0_0_4_3,2021-01-14T19:03:45.128Z,,,blank.png,"[""frie.png""]","[""frie.png""]",blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB01.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB18.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",2,"[""frie.png""]","[""frie.png""]",blank.png,blank.png,0,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,PB01.png,,,,,,,,,,,1,,#808080,#33ff3f,,,,,,,,,1000.0050000000047,,timeout,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",3,,,false,,2,,,,,white,black,571033.5150000028,571032.923,569633.022,570012.7550000034,570049.584,571049.589,,,,
ITI_late,canvas.Screen,2_4_3_6_1_1_5_0_0_4_4,2021-01-14T19:03:45.630Z,,,blank.png,"[""frie.png""]","[""frie.png""]",blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""frie.png""]","[""carrot.png""]",PB01.png,,,,,,,,,,,0,6,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",blank.png,PB18.png,PB18.png,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,"[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]","[""carrot.png""]",2,"[""frie.png""]","[""frie.png""]",blank.png,blank.png,0,blank.png,blank.png,blank.png,blank.png,blank.png,blank.png,PB01.png,,,,,,,,,,,1,,,,,,,,,,,,500.045999999973,,timeout,,,,,,,,,,,,white,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""carrot.png""]","[""frie.png""]",3,,,false,,2,,,,,,,571535.32000001,571532.969,571032.923,571034.9850000057,571049.589,571549.635,,,,
